corrida,latencia_espacios_ms,deadline_ms,status,duracion_ms
1,0,500,200,32.7
1,0,500,200,27.6
1,0,500,200,40.1
1,0,500,200,37.7
1,0,500,200,41.2
1,0,500,200,50.3
1,0,500,200,49.1
1,0,500,200,168.5
1,0,500,200,47.3
1,0,500,200,196.1
1,0,500,200,36.7
1,0,500,200,65.1
1,0,500,200,28.2
1,0,500,200,77.1
1,0,500,200,37.8
1,0,500,200,32.5
1,0,500,200,278.7
1,0,500,200,37.2
1,0,500,200,35.8
1,0,500,200,391.3
1,0,500,200,41.5
1,0,500,200,35.7
1,0,500,200,36.2
1,0,500,200,30.2
1,0,500,200,103.5
1,0,500,200,38.9
1,0,500,200,38.8
1,0,500,200,170.1
1,0,500,200,32.0
1,0,500,200,31.5
1,0,500,200,37.4
1,0,500,200,31.9
1,0,500,200,160.9
1,0,500,200,47.4
1,0,500,200,64.6
1,0,500,200,50.3
1,0,500,200,50.1
1,0,500,200,83.0
1,0,500,200,42.5
1,0,500,200,80.9
1,0,500,200,39.3
1,0,500,200,43.7
1,0,500,200,40.2
1,0,500,200,116.7
1,0,500,200,35.9
1,0,500,200,40.4
1,0,500,200,124.1
1,0,500,200,35.9
1,0,500,200,34.0
1,0,500,200,33.0
1,0,500,200,33.9
1,0,500,200,34.2
1,0,500,200,53.0
1,0,500,200,45.3
1,0,500,200,51.4
1,0,500,200,47.9
1,0,500,200,45.5
1,0,500,200,85.2
1,0,500,200,51.2
1,0,500,200,52.7
1,0,500,200,52.8
1,0,500,200,48.7
1,0,500,200,230.5
1,0,500,200,266.1
1,0,500,200,51.2
1,0,500,200,47.7
1,0,500,200,46.0
1,0,500,200,202.4
1,0,500,200,46.6
1,0,500,200,189.7
1,0,500,200,96.7
1,0,500,200,129.5
1,0,500,200,114.6
2,0,500,200,38.0
2,0,500,200,63.9
2,0,500,200,36.8
2,0,500,200,50.8
2,0,500,200,64.9
2,0,500,200,64.2
2,0,500,200,69.4
2,0,500,200,54.9
2,0,500,200,47.9
2,0,500,200,144.3
2,0,500,200,43.3
2,0,500,200,51.7
2,0,500,200,167.2
2,0,500,200,49.5
2,0,500,200,47.1
2,0,500,200,46.6
2,0,500,200,165.6
2,0,500,200,45.0
2,0,500,200,47.3
2,0,500,200,52.3
2,0,500,200,39.6
2,0,500,200,40.6
2,0,500,200,65.0
2,0,500,200,44.7
2,0,500,200,38.9
2,0,500,200,55.5
2,0,500,200,37.0
2,0,500,200,33.3
2,0,500,200,106.4
2,0,500,200,27.5
2,0,500,200,124.6
2,0,500,200,30.4
2,0,500,200,30.3
2,0,500,200,34.4
2,0,500,200,31.6
2,0,500,200,70.0
2,0,500,200,34.3
2,0,500,200,29.5
2,0,500,200,34.5
2,0,500,200,111.1
2,0,500,200,33.2
2,0,500,200,33.3
2,0,500,200,39.9
2,0,500,200,107.3
2,0,500,200,46.9
2,0,500,200,53.7
2,0,500,200,54.7
2,0,500,200,65.1
2,0,500,200,57.9
2,0,500,200,82.8
2,0,500,200,48.0
2,0,500,200,96.7
2,0,500,200,48.0
2,0,500,200,42.9
2,0,500,200,83.0
2,0,500,200,40.8
2,0,500,200,39.8
2,0,500,200,42.8
2,0,500,200,43.9
2,0,500,200,118.3
2,0,500,200,44.0
2,0,500,200,36.6
2,0,500,200,256.5
2,0,500,200,41.0
2,0,500,200,54.5
2,0,500,200,155.9
2,0,500,200,46.3
2,0,500,200,41.7
2,0,500,200,47.7
2,0,500,200,55.1
2,0,500,200,44.2
2,0,500,200,41.4
2,0,500,200,54.3
2,0,500,200,31.9
2,0,500,200,31.0
2,0,500,200,54.9
2,0,500,200,28.3
2,0,500,200,46.6
2,0,500,200,30.0
2,0,500,200,91.3
2,0,500,200,32.1
2,0,500,200,31.9
2,0,500,200,75.4
2,0,500,200,32.3
2,0,500,200,33.3
2,0,500,200,72.9
2,0,500,200,33.2
2,0,500,200,29.7
2,0,500,200,32.7
2,0,500,200,308.7
2,0,500,200,36.0
2,0,500,200,40.3
2,0,500,200,39.1
2,0,500,200,114.7
2,0,500,200,43.2
2,0,500,200,42.9
2,0,500,200,42.2
2,0,500,200,56.7
2,0,500,200,35.4
2,0,500,200,56.1
2,0,500,200,34.1
2,0,500,200,55.4
2,0,500,200,32.4
2,0,500,200,31.9
2,0,500,200,61.2
2,0,500,200,30.0
2,0,500,200,29.8
2,0,500,200,102.3
2,0,500,200,29.7
2,0,500,200,32.6
2,0,500,200,30.9
2,0,500,200,237.3
2,0,500,200,34.9
2,0,500,200,33.7
2,0,500,200,33.2
2,0,500,200,130.5
2,0,500,200,34.8
2,0,500,200,35.0
2,0,500,200,34.7
2,0,500,200,46.8
2,0,500,200,38.1
2,0,500,200,38.4
2,0,500,200,56.3
2,0,500,200,35.3
2,0,500,200,34.6
2,0,500,200,50.3
2,0,500,200,36.3
2,0,500,200,37.0
2,0,500,200,37.8
2,0,500,200,30.7
2,0,500,200,28.9
2,0,500,200,33.7
2,0,500,200,95.5
2,0,500,200,80.9
2,0,500,200,34.2
2,0,500,200,35.8
2,0,500,200,33.8
2,0,500,200,34.8
2,0,500,200,38.8
2,0,500,200,56.0
2,0,500,200,244.7
2,0,500,200,49.5
2,0,500,200,56.7
2,0,500,200,55.7
2,0,500,200,53.4
2,0,500,200,102.7
2,0,500,200,53.5
2,0,500,200,45.5
2,0,500,200,40.9
2,0,500,200,40.0
2,0,500,200,35.4
2,0,500,200,138.4
2,0,500,200,37.9
2,0,500,200,42.3
2,0,500,200,39.6
2,0,500,200,40.2
2,0,500,200,39.8
2,0,500,200,160.0
2,0,500,200,35.3
2,0,500,200,35.5
2,0,500,200,133.4
2,0,500,200,42.1
2,0,500,200,35.8
2,0,500,200,39.5
2,0,500,200,36.8
2,0,500,200,47.4
2,0,500,200,122.0
2,0,500,200,49.9
2,0,500,200,55.9
2,0,500,200,234.2
2,0,500,200,50.7
2,0,500,200,62.1
2,0,500,200,58.9
2,0,500,200,56.6
2,0,500,200,48.0
2,0,500,200,41.4
2,0,500,200,59.1
2,0,500,200,39.1
2,0,500,200,30.4
2,0,500,200,30.3
2,0,500,200,31.5
2,0,500,200,59.9
2,0,500,200,37.3
2,0,500,200,68.3
2,0,500,200,42.1
2,0,500,200,41.1
2,0,500,200,44.0
2,0,500,200,47.4
2,0,500,200,144.8
2,0,500,200,41.4
2,0,500,200,51.7
2,0,500,200,50.0
2,0,500,200,30.7
2,0,500,200,31.1
2,0,500,200,28.2
2,0,500,200,20.2
2,0,500,200,28.8
2,0,500,200,51.6
2,0,500,200,47.4
2,0,500,200,150.2
3,0,500,200,49.9
3,0,500,200,37.2
3,0,500,200,47.0
3,0,500,200,29.8
3,0,500,200,30.7
3,0,500,200,119.2
3,0,500,200,32.8
3,0,500,200,36.5
3,0,500,200,36.0
3,0,500,200,37.5
3,0,500,200,30.7
3,0,500,200,30.3
3,0,500,200,103.5
3,0,500,200,34.6
3,0,500,200,165.6
3,0,500,200,39.5
3,0,500,200,52.7
3,0,500,200,48.7
3,0,500,200,63.7
3,0,500,200,56.3
3,0,500,200,55.7
3,0,500,200,61.6
3,0,500,200,48.2
3,0,500,200,46.5
3,0,500,200,45.3
3,0,500,200,48.7
3,0,500,200,44.5
3,0,500,200,42.1
3,0,500,200,36.3
3,0,500,200,34.8
3,0,500,200,32.2
3,0,500,200,185.1
3,0,500,200,312.9
3,0,500,200,37.5
3,0,500,200,36.7
3,0,500,200,371.3
3,0,500,200,37.0
3,0,500,200,35.6
3,0,500,200,33.3
3,0,500,200,34.8
3,0,500,200,35.0
3,0,500,200,36.6
3,0,500,200,106.8
3,0,500,200,122.8
3,0,500,200,32.6
3,0,500,200,29.9
3,0,500,200,30.0
3,0,500,200,39.2
3,0,500,200,39.9
3,0,500,200,45.8
3,0,500,200,47.2
3,0,500,200,43.5
3,0,500,200,112.7
3,0,500,200,40.0
3,0,500,200,200.6
3,0,500,200,36.8
3,0,500,200,34.3
3,0,500,200,33.6
3,0,500,200,30.6
3,0,500,200,25.2
3,0,500,200,56.6
3,0,500,200,32.0
3,0,500,200,405.3
3,0,500,200,28.8
3,0,500,200,356.5
3,0,500,200,39.3
3,0,500,200,31.1
3,0,500,200,54.0
3,0,500,200,49.5
3,0,500,200,85.6
3,0,500,200,59.1
3,0,500,200,57.3
3,0,500,200,172.4
3,0,500,200,47.0
3,0,500,200,43.0
3,0,500,200,100.7
3,0,500,200,46.1
3,0,500,200,39.8
3,0,500,200,39.2
3,0,500,200,105.1
3,0,500,200,37.0
3,0,500,200,39.0
3,0,500,200,39.5
3,0,500,200,149.6
3,0,500,200,44.3
3,0,500,200,33.6
3,0,500,200,37.0
3,0,500,200,42.1
3,0,500,200,46.0
3,0,500,200,47.3
3,0,500,200,47.0
3,0,500,200,47.4
3,0,500,200,48.6
3,0,500,200,54.8
3,0,500,200,51.1
3,0,500,200,63.3
3,0,500,200,40.0
3,0,500,200,67.7
3,0,500,200,38.5
3,0,500,200,60.7
3,0,500,200,39.3
3,0,500,200,38.6
3,0,500,200,112.6
3,0,500,200,33.1
3,0,500,200,33.9
3,0,500,200,121.4
3,0,500,200,49.8
3,0,500,200,49.6
3,0,500,200,48.3
3,0,500,200,50.8
3,0,500,200,62.8
3,0,500,200,159.7
3,0,500,200,61.8
3,0,500,200,152.8
3,0,500,200,49.4
3,0,500,200,60.0
3,0,500,200,56.2
3,0,500,200,61.3
3,0,500,200,528.1
3,0,500,200,40.8
3,0,500,200,57.8
3,0,500,200,63.6
3,0,500,200,44.7
3,0,500,200,69.6
3,0,500,200,53.9
3,0,500,200,77.0
3,0,500,200,54.5
3,0,500,200,80.8
3,0,500,200,56.4
3,0,500,200,55.1
3,0,500,200,124.8
3,0,500,200,61.9
3,0,500,200,63.0
3,0,500,200,186.6
3,0,500,200,75.8
3,0,500,200,79.6
3,0,500,200,78.7
3,0,500,200,216.6
3,0,500,200,76.8
3,0,500,200,74.4
3,0,500,200,68.7
3,0,500,200,42.6
3,0,500,200,54.4
3,0,500,200,61.4
3,0,500,200,246.6
3,0,500,200,46.4
3,0,500,200,281.7
3,0,500,200,45.4
3,0,500,200,41.6
3,0,500,200,39.5
3,0,500,200,48.4
3,0,500,200,43.6
3,0,500,200,34.6
3,0,500,200,53.8
3,0,500,200,34.8
3,0,500,200,34.3
3,0,500,200,64.7
3,0,500,200,31.6
3,0,500,200,31.6
3,0,500,200,66.1
3,0,500,200,33.0
3,0,500,200,34.5
3,0,500,200,36.7
3,0,500,200,100.1
3,0,500,200,35.3
3,0,500,200,41.5
3,0,500,200,47.6
3,0,500,200,115.8
3,0,500,200,39.0
3,0,500,200,37.2
3,0,500,200,45.4
3,0,500,200,49.1
3,0,500,200,37.1
3,0,500,200,122.2
3,0,500,200,40.1
3,0,500,200,43.6
3,0,500,200,29.5
3,0,500,200,44.0
3,0,500,200,25.9
3,0,500,200,44.0
3,0,500,200,32.5
3,0,500,200,31.9
3,0,500,200,72.0
3,0,500,200,35.3
3,0,500,200,34.3
3,0,500,200,109.0
3,0,500,200,40.3
3,0,500,200,39.5
3,0,500,200,38.0
3,0,500,200,31.1
3,0,500,200,35.4
3,0,500,200,114.0
3,0,500,200,35.1
3,0,500,200,103.7
3,0,500,200,28.9
3,0,500,200,27.1
3,0,500,200,35.4
3,0,500,200,33.2
3,0,500,200,25.3
3,0,500,200,130.1
1,250,500,200,272.8
1,250,500,200,281.0
1,250,500,200,295.0
1,250,500,200,285.7
1,250,500,200,297.1
1,250,500,200,330.9
1,250,500,200,306.8
1,250,500,200,324.7
1,250,500,200,300.4
1,250,500,200,315.2
1,250,500,200,261.4
1,250,500,200,270.0
1,250,500,200,268.4
1,250,500,200,267.3
1,250,500,200,274.7
1,250,500,200,277.8
1,250,500,200,278.0
1,250,500,200,280.1
1,250,500,200,284.9
1,250,500,200,287.6
1,250,500,200,281.9
1,250,500,200,275.1
1,250,500,200,268.7
1,250,500,200,270.8
1,250,500,200,270.6
1,250,500,200,278.9
1,250,500,200,285.6
1,250,500,200,274.8
1,250,500,200,290.3
1,250,500,200,307.0
1,250,500,200,271.5
1,250,500,200,273.6
1,250,500,200,277.1
1,250,500,200,285.2
1,250,500,200,272.4
1,250,500,200,260.6
1,250,500,200,263.9
1,250,500,200,266.6
1,250,500,200,268.6
1,250,500,200,268.2
1,250,500,200,269.4
1,250,500,200,288.1
1,250,500,200,287.3
1,250,500,200,280.5
1,250,500,200,280.6
1,250,500,200,274.3
1,250,500,200,265.3
1,250,500,200,269.2
1,250,500,200,266.1
1,250,500,200,277.5
1,250,500,200,271.5
1,250,500,200,275.4
1,250,500,200,269.5
1,250,500,200,273.7
1,250,500,200,280.5
1,250,500,200,287.2
1,250,500,200,284.2
1,250,500,200,281.1
1,250,500,200,287.2
1,250,500,200,284.3
1,250,500,200,271.0
1,250,500,200,269.7
1,250,500,200,277.7
1,250,500,200,283.8
1,250,500,200,284.7
1,250,500,200,288.5
1,250,500,200,297.4
1,250,500,200,277.7
1,250,500,200,290.8
1,250,500,200,307.7
1,250,500,200,271.1
1,250,500,200,272.4
1,250,500,200,268.4
1,250,500,200,268.7
1,250,500,200,266.3
1,250,500,200,259.4
1,250,500,200,270.3
1,250,500,200,275.6
1,250,500,200,273.4
1,250,500,200,278.2
1,250,500,200,261.1
1,250,500,200,265.8
1,250,500,200,265.3
1,250,500,200,264.0
1,250,500,200,265.1
1,250,500,200,264.2
1,250,500,200,259.3
1,250,500,200,261.2
1,250,500,200,260.9
1,250,500,200,261.7
1,250,500,200,274.7
1,250,500,200,274.3
1,250,500,200,271.6
1,250,500,200,271.5
1,250,500,200,267.0
1,250,500,200,271.4
1,250,500,200,260.5
1,250,500,200,266.0
1,250,500,200,272.7
1,250,500,200,275.9
1,250,500,200,281.6
1,250,500,200,275.4
1,250,500,200,267.3
1,250,500,200,274.6
1,250,500,200,290.3
1,250,500,200,292.6
1,250,500,200,286.7
1,250,500,200,281.6
1,250,500,200,280.4
1,250,500,200,278.3
1,250,500,200,267.6
1,250,500,200,259.9
1,250,500,200,260.7
1,250,500,200,285.6
1,250,500,200,271.9
1,250,500,200,274.0
1,250,500,200,276.7
1,250,500,200,271.7
1,250,500,200,271.9
1,250,500,200,271.4
1,250,500,200,264.0
1,250,500,200,262.3
1,250,500,200,268.8
1,250,500,200,259.0
1,250,500,200,265.0
1,250,500,200,262.7
1,250,500,200,261.4
1,250,500,200,261.8
1,250,500,200,273.2
1,250,500,200,276.4
1,250,500,200,279.0
1,250,500,200,269.1
1,250,500,200,262.5
1,250,500,200,259.5
1,250,500,200,263.2
1,250,500,200,259.5
1,250,500,200,261.1
1,250,500,200,260.0
1,250,500,200,273.6
1,250,500,200,274.6
1,250,500,200,264.1
1,250,500,200,263.1
1,250,500,200,262.1
1,250,500,200,262.5
1,250,500,200,260.0
1,250,500,200,265.1
1,250,500,200,264.9
1,250,500,200,261.1
1,250,500,200,279.5
1,250,500,200,287.9
1,250,500,200,260.8
1,250,500,200,265.8
1,250,500,200,268.9
1,250,500,200,262.8
1,250,500,200,263.3
1,250,500,200,262.9
1,250,500,200,260.6
1,250,500,200,259.3
1,250,500,200,293.9
1,250,500,200,294.9
1,250,500,200,267.2
1,250,500,200,264.3
1,250,500,200,274.4
1,250,500,200,263.5
1,250,500,200,269.8
1,250,500,200,276.5
1,250,500,200,282.3
1,250,500,200,288.7
1,250,500,200,280.7
1,250,500,200,273.6
1,250,500,200,270.7
1,250,500,200,268.3
1,250,500,200,268.6
1,250,500,200,267.8
1,250,500,200,284.3
1,250,500,200,278.6
1,250,500,200,283.9
1,250,500,200,274.1
1,250,500,200,269.5
1,250,500,200,273.8
1,250,500,200,277.0
1,250,500,200,270.5
1,250,500,200,269.7
1,250,500,200,262.1
1,250,500,200,274.6
1,250,500,200,268.5
1,250,500,200,265.9
1,250,500,200,264.9
1,250,500,200,264.9
1,250,500,200,264.5
1,250,500,200,273.8
1,250,500,200,270.9
1,250,500,200,269.0
1,250,500,200,267.2
1,250,500,200,267.8
1,250,500,200,264.9
1,250,500,200,259.3
1,250,500,200,264.6
1,250,500,200,276.4
1,250,500,200,267.5
2,250,500,200,279.0
2,250,500,200,282.7
2,250,500,200,286.0
2,250,500,200,285.8
2,250,500,200,288.2
2,250,500,200,292.8
2,250,500,200,294.2
2,250,500,200,280.2
2,250,500,200,293.1
2,250,500,200,286.6
2,250,500,200,282.4
2,250,500,200,278.8
2,250,500,200,278.9
2,250,500,200,281.2
2,250,500,200,270.9
2,250,500,200,288.3
2,250,500,200,268.4
2,250,500,200,273.0
2,250,500,200,271.5
2,250,500,200,270.1
2,250,500,200,271.9
2,250,500,200,272.3
2,250,500,200,271.5
2,250,500,200,272.3
2,250,500,200,275.6
2,250,500,200,286.2
2,250,500,200,288.2
2,250,500,200,283.9
2,250,500,200,287.6
2,250,500,200,287.8
2,250,500,200,266.0
2,250,500,200,274.2
2,250,500,200,275.2
2,250,500,200,283.6
2,250,500,200,276.1
2,250,500,200,275.3
2,250,500,200,281.9
2,250,500,200,276.9
2,250,500,200,277.8
2,250,500,200,293.3
2,250,500,200,267.1
2,250,500,200,264.5
2,250,500,200,267.2
2,250,500,200,266.2
2,250,500,200,264.9
2,250,500,200,271.3
2,250,500,200,265.6
2,250,500,200,272.5
2,250,500,200,275.7
2,250,500,200,273.9
2,250,500,200,268.7
2,250,500,200,263.7
2,250,500,200,271.5
2,250,500,200,275.2
2,250,500,200,276.1
2,250,500,200,271.0
2,250,500,200,268.6
2,250,500,200,266.7
2,250,500,200,266.1
2,250,500,200,267.6
2,250,500,200,274.6
2,250,500,200,267.1
2,250,500,200,275.2
2,250,500,200,271.6
2,250,500,200,275.8
2,250,500,200,266.3
2,250,500,200,267.9
2,250,500,200,265.5
2,250,500,200,266.1
2,250,500,200,266.2
2,250,500,200,268.6
2,250,500,200,268.4
2,250,500,200,265.5
2,250,500,200,262.6
2,250,500,200,263.4
2,250,500,200,264.0
2,250,500,200,261.6
2,250,500,200,264.3
2,250,500,200,262.1
2,250,500,200,263.3
2,250,500,200,268.8
2,250,500,200,271.0
2,250,500,200,270.2
2,250,500,200,267.1
2,250,500,200,265.1
2,250,500,200,268.3
2,250,500,200,269.2
2,250,500,200,264.4
2,250,500,200,267.0
2,250,500,200,266.6
2,250,500,200,271.4
2,250,500,200,262.5
2,250,500,200,278.1
2,250,500,200,285.3
2,250,500,200,287.1
2,250,500,200,295.0
2,250,500,200,298.6
2,250,500,200,295.9
2,250,500,200,294.7
2,250,500,200,297.9
2,250,500,200,263.0
2,250,500,200,265.2
2,250,500,200,281.0
2,250,500,200,277.3
2,250,500,200,277.5
2,250,500,200,281.7
2,250,500,200,275.8
2,250,500,200,269.5
2,250,500,200,291.5
2,250,500,200,296.6
2,250,500,200,269.4
2,250,500,200,267.5
2,250,500,200,261.8
2,250,500,200,261.5
2,250,500,200,261.5
2,250,500,200,260.1
2,250,500,200,260.3
2,250,500,200,261.8
2,250,500,200,261.3
2,250,500,200,261.7
2,250,500,200,268.6
2,250,500,200,270.9
2,250,500,200,266.0
2,250,500,200,262.6
2,250,500,200,265.9
2,250,500,200,268.7
2,250,500,200,269.6
2,250,500,200,273.6
2,250,500,200,270.7
2,250,500,200,271.2
2,250,500,200,271.1
2,250,500,200,272.6
2,250,500,200,263.1
2,250,500,200,272.0
2,250,500,200,270.2
2,250,500,200,269.8
2,250,500,200,275.6
2,250,500,200,276.6
2,250,500,200,278.3
2,250,500,200,287.2
2,250,500,200,274.4
2,250,500,200,283.1
2,250,500,200,277.6
2,250,500,200,277.4
2,250,500,200,268.1
2,250,500,200,273.1
2,250,500,200,268.2
2,250,500,200,271.5
2,250,500,200,273.3
2,250,500,200,276.8
2,250,500,200,285.3
2,250,500,200,277.4
2,250,500,200,269.3
2,250,500,200,266.2
2,250,500,200,266.9
2,250,500,200,265.0
2,250,500,200,260.7
2,250,500,200,260.1
2,250,500,200,267.0
2,250,500,200,261.4
2,250,500,200,267.6
2,250,500,200,279.4
2,250,500,200,274.3
2,250,500,200,272.1
2,250,500,200,270.7
2,250,500,200,263.5
2,250,500,200,262.3
2,250,500,200,260.0
2,250,500,200,263.5
2,250,500,200,269.1
2,250,500,200,281.4
2,250,500,200,275.8
2,250,500,200,275.5
2,250,500,200,274.0
2,250,500,200,277.5
2,250,500,200,271.6
2,250,500,200,275.1
2,250,500,200,272.2
2,250,500,200,266.4
2,250,500,200,264.9
2,250,500,200,275.9
2,250,500,200,274.2
2,250,500,200,281.6
2,250,500,200,276.7
2,250,500,200,275.5
2,250,500,200,276.2
2,250,500,200,272.9
2,250,500,200,271.1
2,250,500,200,263.8
2,250,500,200,261.4
2,250,500,200,273.4
2,250,500,200,273.0
2,250,500,200,268.7
2,250,500,200,268.4
2,250,500,200,270.9
2,250,500,200,268.2
2,250,500,200,269.2
2,250,500,200,278.9
2,250,500,200,269.2
2,250,500,200,266.3
3,250,500,200,267.4
3,250,500,200,265.7
3,250,500,200,271.1
3,250,500,200,279.4
3,250,500,200,283.0
3,250,500,200,290.8
3,250,500,200,295.0
3,250,500,200,299.7
3,250,500,200,322.6
3,250,500,200,309.9
3,250,500,200,276.1
3,250,500,200,272.8
3,250,500,200,267.7
3,250,500,200,268.9
3,250,500,200,260.9
3,250,500,200,278.1
3,250,500,200,275.1
3,250,500,200,279.1
3,250,500,200,279.3
3,250,500,200,280.7
3,250,500,200,276.8
3,250,500,200,284.2
3,250,500,200,283.8
3,250,500,200,273.7
3,250,500,200,279.8
3,250,500,200,264.2
3,250,500,200,273.5
3,250,500,200,270.2
3,250,500,200,267.6
3,250,500,200,267.5
3,250,500,200,273.4
3,250,500,200,279.2
3,250,500,200,281.6
3,250,500,200,287.1
3,250,500,200,286.9
3,250,500,200,277.6
3,250,500,200,269.8
3,250,500,200,261.4
3,250,500,200,262.9
3,250,500,200,269.2
3,250,500,200,272.9
3,250,500,200,266.8
3,250,500,200,268.1
3,250,500,200,273.4
3,250,500,200,270.2
3,250,500,200,271.3
3,250,500,200,260.8
3,250,500,200,267.5
3,250,500,200,273.1
3,250,500,200,277.6
3,250,500,200,276.5
3,250,500,200,274.7
3,250,500,200,274.6
3,250,500,200,263.0
3,250,500,200,260.8
3,250,500,200,264.3
3,250,500,200,265.3
3,250,500,200,268.8
3,250,500,200,265.2
3,250,500,200,261.1
3,250,500,200,278.9
3,250,500,200,286.6
3,250,500,200,299.3
3,250,500,200,297.6
3,250,500,200,296.7
3,250,500,200,306.0
3,250,500,200,304.2
3,250,500,200,292.8
3,250,500,200,292.7
3,250,500,200,294.1
3,250,500,200,276.6
3,250,500,200,289.7
3,250,500,200,300.5
3,250,500,200,297.9
3,250,500,200,290.1
3,250,500,200,290.7
3,250,500,200,294.1
3,250,500,200,323.6
3,250,500,200,324.7
3,250,500,200,353.4
3,250,500,200,269.8
3,250,500,200,268.8
3,250,500,200,266.1
3,250,500,200,269.5
3,250,500,200,276.1
3,250,500,200,280.0
3,250,500,200,287.4
3,250,500,200,292.8
3,250,500,200,293.0
3,250,500,200,300.5
3,250,500,200,264.2
3,250,500,200,260.8
3,250,500,200,271.0
3,250,500,200,266.4
3,250,500,200,264.5
3,250,500,200,275.2
3,250,500,200,273.5
3,250,500,200,285.4
3,250,500,200,290.2
3,250,500,200,292.2
3,250,500,200,261.8
3,250,500,200,262.7
3,250,500,200,267.2
3,250,500,200,264.4
3,250,500,200,265.4
3,250,500,200,262.6
3,250,500,200,264.6
3,250,500,200,277.5
3,250,500,200,275.2
3,250,500,200,283.3
3,250,500,200,265.0
3,250,500,200,264.5
3,250,500,200,271.3
3,250,500,200,271.5
3,250,500,200,268.4
3,250,500,200,274.3
3,250,500,200,282.9
3,250,500,200,282.9
3,250,500,200,284.7
3,250,500,200,284.9
3,250,500,200,265.7
3,250,500,200,266.8
3,250,500,200,265.1
3,250,500,200,266.1
3,250,500,200,273.0
3,250,500,200,270.9
3,250,500,200,272.0
3,250,500,200,274.4
3,250,500,200,271.3
3,250,500,200,270.3
3,250,500,200,266.1
3,250,500,200,265.1
3,250,500,200,277.8
3,250,500,200,281.7
3,250,500,200,275.2
3,250,500,200,259.0
3,250,500,200,274.4
3,250,500,200,268.8
3,250,500,200,273.4
3,250,500,200,285.5
3,250,500,200,268.9
3,250,500,200,267.7
3,250,500,200,288.5
3,250,500,200,289.4
3,250,500,200,272.7
3,250,500,200,277.5
3,250,500,200,264.1
3,250,500,200,284.9
3,250,500,200,273.1
3,250,500,200,276.0
3,250,500,200,274.7
3,250,500,200,266.9
3,250,500,200,275.0
3,250,500,200,277.7
3,250,500,200,279.2
3,250,500,200,275.6
3,250,500,200,266.0
3,250,500,200,285.2
3,250,500,200,290.2
3,250,500,200,287.7
3,250,500,200,276.0
